_id,title,text,query
<dbpedia:Kurt_Schwitters>,Kurt Schwitters,"Kurt Hermann Eduard Karl Julius Schwitters (20 June 1887 – 8 January 1948) was a German artist who was born in Hanover, Germany.Schwitters worked in several genres and media, including Dada, Constructivism, Surrealism, poetry, sound, painting, sculpture, graphic design, typography, and what came to be known as installation art. He is most famous for his collages, called Merz Pictures.",where was kurt schwitters born
<dbpedia:Kirlian_photography>,Kirlian photography,Kirlian photography is a collection of photographic techniques used to capture the phenomenon of electrical coronal discharges.,what is kirlian photography
<dbpedia:Karst>,Karst,"Karst topography is a landscape formed from the dissolution of soluble rocks such as limestone, dolomite, and gypsum. It is characterized by underground drainage systems with sinkholes, dolines, and caves. It has also been documented for weathering-resistant rocks, such as quartzite, given the right conditions. Subterranean drainage may limit surface water with few to no rivers or lakes.",what are karst rocks?
<dbpedia:Krupp>,Krupp,"The Krupp family (see pronunciation), a prominent 400-year-old German dynasty from Essen, have become famous for their production of steel, artillery, ammunition, and other armaments. The family business, known as Friedrich Krupp AG, was the largest company in Europe at the beginning of the 20th century. It was important to weapons development and production in both world wars.",largest company in the europe
<dbpedia:Kemerovo>,Kemerovo,"Kemerovo (Russian: Кемерово; IPA: [ˈkʲemʲɪrəvə]) is an industrial city and the administrative center of Kemerovo Oblast, Russia, located at the confluence of the Iskitim and Tom Rivers, in the major coal mining region of the Kuznetsk Basin. Population: 532,981(2010 Census); 484,754 (2002 Census); 520,263 (1989 Census).",where is keremovo
<dbpedia:Hash-based_message_authentication_code>,Hash-based message authentication code,"In cryptography, a keyed-hash message authentication code (HMAC) is a specific construction for calculating a message authentication code (MAC) involving a cryptographic hash function in combination with a secret cryptographic key.  As with any MAC, it may be used to simultaneously verify both the data integrity and the authentication of a message.",what is hmac?
<dbpedia:Khornerstone>,Khornerstone,"In computer performance testing, Khornerstone is a multipurpose benchmark from Workstation Labs used in various periodicals such as UNIX Review.The benchmark consists of 22 separate tests, including public domain components (such as Sieve and Dhrystone) as well as proprietary components. Since it contains proprietary components, the source is not free.",what is khornerstone
<dbpedia:Kent_Applicative_Operating_System>,Kent Applicative Operating System,"The Kent Applicative Operating System is a functional operating system concept to use dynamic process creation and inter-process communication.The system is based on earlier work by Will R. Stoye and developed by Dr. John Cupitt as the thrust of his PhD thesis at the University of Kent, in 1989. The system allow dynamic creation of functional processes. Processes are stream processors, functions that transform an ingoing to an outgoing stream.",what is kent applicative operating system
<dbpedia:Channels_of_the_Hawaiian_Islands>,Channels of the Hawaiian Islands,"In an archipelago like the Hawaiian Islands the water between islands is typically called a channel or passage. Described here are the channels between the islands of Hawaiʻi, arranged from southeast to northwest.",what type of water is in the hawaiian islands
<dbpedia:Karaoke>,Karaoke,"Karaoke (カラオケ, bimoraic clipped compound of Japanese kara 空 ""empty"" and ōkesutora オーケストラ ""orchestra"") (/ˌkæriˈoʊki/ or /ˌkærəˈoʊki/; Japanese: [kaɽaoke]) is a form of interactive entertainment or video game in which an amateur singer sings along with recorded music (a music video) using a microphone and public address system. The music is typically a well-known popular song minus the lead vocal.",what is kaaoke?
<dbpedia:KHAD>,KHAD,"Khadamat-e Aetla'at-e Dawlati (Pashto/Persian 'خدمات اطلاعات دولتی') translates directly to English as: ""State Intelligence Agency"".  However, this phrase is more precisely translated as ""State Information Services"". Khadamat-e Aetela'at-e Dawlati, almost always known by its acronym KHAD (or KhAD), is the main security agency and intelligence agency of Afghanistan, and also served as the secret police during the Soviet occupation.",khad definition
<dbpedia:Kent_State_University>,Kent State University,"Kent State University (also known as Kent, Kent State, and KSU) is a public research university in Kent, Ohio, United States. In addition to the main campus in Kent, which is the largest and oldest campus and serves as the administrative center, Kent State operates seven regional campuses in Northeast Ohio and additional facilities in the region and internationally.",where is kent state
<dbpedia:Killer_poke>,Killer poke,"In computer jargon, a killer poke is a method of inducing physical hardware damage on a machine and/or its peripherals by the insertion of invalid values, via, for example, BASIC's POKE command, into a memory-mapped control register. The term is typically used to describe a family of fairly well known tricks that can overload the analog electronics in the CRT monitors of computers lacking hardware sanity checking (notable examples being the IBM Portable and Commodore PET.)",what is a killer poke
<dbpedia:Key_frame>,Key frame,"A key frame in animation and filmmaking is a drawing that defines the starting and ending points of any smooth transition. The drawings are called ""frames"" because their position in time is measured in frames on a strip of film. A sequence of key frames defines which movement the viewer will see, whereas the position of the key frames on the film, video, or animation defines the timing of the movement.",what is a key frame
<dbpedia:Kinsey_Reports>,Kinsey Reports,"The Kinsey Reports are two books on human sexual behavior: Sexual Behavior in the Human Male (1948) and Sexual Behavior in the Human Female (1953), written by Alfred Kinsey, Wardell Pomeroy and others and published by Saunders.",who wrote the kinsey reports?
<dbpedia:Killer_micro>,Killer micro,"A killer micro is a microprocessor-based machine that infringes on mini, mainframe, or supercomputer performance turf. It originally referred to the replacement of vector supercomputers built with bipolar technology by Massively Parallel Processors (MPP) assembled from a larger number of lower performing microprocessors.",killer micro definition computer
<dbpedia:Key_escrow>,Key escrow,"Key escrow (also known as a “fair” cryptosystem) is an arrangement in which the keys needed to decrypt encrypted data are held in escrow so that, under certain circumstances, an authorized third party may gain access to those keys.",what is a escrow fsi
<dbpedia:Kipsigis_people>,Kipsigis people,"The Kipsigis are a Nilotic ethnic group of Kenya. Their first language is Kipsigis, which belongs to the Nilo-Saharan language family. The traditional occupation of the Kipsigis is herding. In pre-colonial Kipsigis society, there was a warrior element. Living on the Western Highlands at an altitude of 1500 to 2000m, the Kipsigis now also grow maize, wheat, pyrethrum and tea.",what is kipsigis
<dbpedia:Kaleidoscope>,Kaleidoscope,"A kaleidoscope is a cylinder with mirrors containing loose, colored objects  such as beads or pebbles and bits of glass. As the viewer looks into one end, light entering the other end creates a colorful pattern, due to the reflection off the mirrors.",what are kaleidoscopes
<dbpedia:Kundalini>,Kundalini,"Kundalini (Sanskrit kuṇḍalinī, कुण्डलिनी, About this sound pronunciation , ""coiled one""), in yogic practice, is an energy, or shakti, starting out coiled at the base of the spine. Kundalini is a tool used for the purpose of reaching spiritual enlightenment. The Kundalini is described as being ""coiled"" at the base of the spine, represented as either a goddess or sleeping serpent waiting to be awakened.",what is kundalini yogic
<dbpedia:Protea_cynaroides>,Protea cynaroides,"The king protea (Protea cynaroides) is a flowering plant. It is a distinctive member of Protea, having the largest flower head in the genus. The species is also known as giant protea, honeypot or king sugar bush. It is widely distributed in the southwestern and southern parts of South Africa in the fynbos region.The king protea is the national flower of South Africa.",what is a king protea
<dbpedia:Kill_file>,Kill file,"A kill file (also killfile, bozo bin or twit list) is a per-user file used by some Usenet reading programs (originally Larry Wall's rn) to discard summarily (without presenting for reading) articles matching some unwanted patterns of subject, author, or other header lines.Thus to add a person (or subject) to one's kill file is to arrange for that person to be ignored by one's newsreader in the future. By extension, it may be used for a decision to ignore the person or subject in other media.",what is kill file
<dbpedia:Kenesaw_Mountain_Landis>,Kenesaw Mountain Landis,"Kenesaw Mountain Landis (/ˈkɛnɨsɔː ˈmaʊntɨn ˈlændɨs/; November 20, 1866 – November 25, 1944) was an American jurist who served as a federal judge from 1905 to 1922 and as the first Commissioner of Baseball from 1920 until his death. He is remembered for his handling of the Black Sox scandal, in which he expelled eight members of the Chicago White Sox from organized baseball for conspiring to lose the 1919 World Series and repeatedly refused their reinstatement requests.",what years was kenesaw mountain landis in office
<dbpedia:Kesgrave>,Kesgrave,Kesgrave is a suburb containing two large estates in the English county of Suffolk on the eastern edge of Ipswich.,what county is kesgrave suffolk in
<dbpedia:Katal>,Katal,"The katal (symbol: kat) is the SI unit of catalytic activity. It is a derived SI unit for quantifying the catalytic activity of enzymes (measuring  the enzymatic activity level in enzyme catalysis) and other catalysts. Its use is recommended by the General Conference on Weights and Measures and other international organizations. It replaces the non-SI enzyme unit. Enzyme units are, however, still more commonly used than the katal in practice at present, especially in biochemistry.",what is katal
<dbpedia:Kington_Magna>,Kington Magna,"Kington Magna is a village and civil parish in the Blackmore Vale in the English county of Dorset, situated about 3.5 miles (5.6 km) south-west of the town of Gillingham, in the North Dorset administrative district.",where is kington magna
<dbpedia:Kipper>,Kipper,"A kipper is a whole herring, a small, oily fish, that has been split in butterfly fashion from tail to head along the dorsal ridge, gutted, salted or pickled, and cold-smoked over smouldering woodchips (typically oak).In the United Kingdom, Isle of Man, Japan, and a minority of North American regions they are often eaten for breakfast.",what is a kipper
<dbpedia:FX-87>,FX-87,"FX-87 is a polymorphic typed functional language based on a system for static program analysis in which every expression has two static properties: a type and an effect. In a study done by MIT, FX-87 yields similar performance results as functional languages on programs that do not contain side effects (Fibonacci, Factorial). FX-87 did yield a great performance increase when matching DNA sequences.KFX is the kernel language of FX-87. It was described in 'Polymorphic Effect Systems', J.M.",what is fx87
<dbpedia:KISS_(system)>,KISS (system),KISS is an early low-level programming language on the IBM 650 business computer. It was listed in the Communications of the ACM 2(5):16 (May 1959).,what is miss
<dbpedia:Kaluza–Klein_theory>,Kaluza–Klein theory,"In physics, Kaluza–Klein theory (KK theory) is a unified field theory of gravitation and electromagnetism built around the idea of a fifth dimension beyond the usual four of space and time.  It is considered to be an important precursor to string theory.The five-dimensional theory was developed in three steps. The original hypothesis came from Theodor Kaluza, who sent his results to Einstein in 1919, and published them in 1921.",which theory is most widely used in physics?
<dbpedia:Kemp_Town>,Kemp Town,"Kemp Town is a 19th Century residential estate in the east of Brighton in East Sussex, England, UK. Conceived and financed by Thomas Read Kemp it has given its name to the larger Kemptown region of Brighton. The majority of the original estate is now demarcated by the modern Kemp Town Conservation Area as defined by the local authority, Brighton and Hove City Council.The estate was designed by Charles Busby and Amon Henry Wilds and constructed by Thomas Cubitt.",where is kpk town
<dbpedia:Klamath_people>,Klamath people,"The Klamath people are a Native American tribe of the Plateau culture area in Southern Oregon and Northern California. Today Klamath people are enrolled in the federally recognized tribes: Klamath Tribes, Oregon Quartz Valley Indian Community, California.",where are klamath people
<dbpedia:KL1>,KL1,"KL1, or Kernel Language 1 is an experimental AND-parallel version of KL0 developed for the ICOT Fifth Generation Computer project. KL1 is an implementation of Flat GHC (a subset of the Guarded Horn Clauses language by Kazunori Ueda), making it a parallelised Prolog variant.",what is the kl language
<dbpedia:Kingfisher>,Kingfisher,"Kingfishers are a group of small to medium-sized brightly colored birds in the order Coraciiformes. They have a cosmopolitan distribution, with most species found outside of the Americas. The group is treated either as a single family, Alcedinidae, or as a suborder Alcedines containing three families, Alcedinidae (river kingfishers), Halcyonidae (tree kingfishers), and Cerylidae (water kingfishers). There are roughly 90 species of kingfisher.",what is a kingfisher
<dbpedia:Karel_Hynek_Mácha>,Karel Hynek Mácha,Karel Hynek Mácha (Czech pronunciation: [ˈkarɛl ˈɦɪnɛk ˈmaːxa]) (16 November 1810 – 6 November 1836) was a Czech romantic poet.,who is karel macha
<dbpedia:Kilobit>,Kilobit,The kilobit is a multiple of the unit bit for digital information or computer storage.,what is kilobit
<dbpedia:Knife>,Knife,"A knife (plural knives) is a tool with a cutting edge or blade, hand-held or otherwise, with most having a handle.  Some types of knives are used as utensils, including knives used at the dining table (e.g., butter knives and steak knives) and knives used in the kitchen (e.g., paring knife, bread knife, cleaver). Many types of knives are used as tools, such as the utility knife carried by soldiers, the pocket knife carried by hikers and the hunting knife used by hunters.",what does knife mean
<dbpedia:Karnataka>,Karnataka,"Karnataka /kɑrˈnaːtəkə/ is a state in south western region of India. It was formed on 1 November 1956, with the passage of the States Reorganisation Act. Originally known as the State of Mysore, it was renamed Karnataka in 1973.  The capital and largest city is Bangalore (Bengaluru).",where is karnataka located in india
<dbpedia:Keilhauite>,Keilhauite,"Keilhauite (also known as yttrotitanite) is a variety of the mineral titanite of a brownish black color, related to titanite in form. It consists chiefly of silicon dioxide, titanium dioxide, calcium oxide, and yttrium oxide.Keilhauite has a chemical formula of (CaTi,Al2,Fe23+,Y23+)SiO5. It differs from titanite only in that calcium is substituted by up to 12 percent (Y,Ce)2O3.",what is keilhauite
<dbpedia:Kariba_Dam>,Kariba Dam,"The Kariba Dam is a hydroelectric dam in the Kariba Gorge of the Zambezi river basin between Zambia and Zimbabwe. The dam stands 128 metres (420 ft) tall and 579 metres (1,900 ft) long. The dam forms Lake Kariba which extends for 280 kilometres (170 mi) and holds 185 cubic kilometres (150,000,000 acre·ft) of water.",where is kariba dam
<dbpedia:Knud_Rasmussen>,Knud Rasmussen,"Knud Johan Victor Rasmussen (June 7, 1879 – December 21, 1933) was a Danish polar explorer and anthropologist. He has been called the ""father of Eskimology"" and was the first European to cross the Northwest Passage via dog sled. He remains well known in Greenland, Denmark and among Canadian Inuit.",what was the name of the first polar explorer
<dbpedia:KOMPILER>,KOMPILER,"In computing, the KOMPILER was one of the first language compilation and runtime systems for International Business Machines' IBM 701, the fastest commercial U.S. computer available in 1955.Information on KOMPILER is listed on page 16 of Volume 2, Number 5 (May 1959) of the Communications of the ACM. Known versions are KOMPILER 2 for IBM 701 and KOMPILER 3 for the IBM 704. KOMPILER was eventually replaced by a Fortran compiler on the IBM 704.",what was the definition of a kooper
<dbpedia:Kamacite>,Kamacite,"Kamacite is an alloy of iron and nickel, which is found on earth only in meteorites. The proportion  iron:nickel is between 90:10 to 95:5; small quantities of other elements, such as cobalt or carbon may also be present. The mineral has a metallic luster, is gray and has no clear cleavage although the structure is isometric-hexoctahedral. Its density is around 8 g/cm³ and its hardness is 4 on the Mohs scale.",what is kamatarite
<dbpedia:Kentucky>,Kentucky,"Kentucky /kɨnˈtʌki/, officially the Commonwealth of Kentucky, is a state located in the east south-central region of the United States. Kentucky is one of four U.S. states constituted as a commonwealth (the others being Virginia, Pennsylvania, and Massachusetts). Originally a part of Virginia, in 1792 Kentucky became the 15th state to join the Union.",where is ky located
<dbpedia:Kyanite>,Kyanite,"Kyanite, whose name derives from the Greek word kuanos sometimes referred to as ""kyanos"", meaning deep blue, is a typically blue silicate mineral, commonly found in aluminium-rich metamorphic pegmatites and/or sedimentary rock. Kyanite in metamorphic rocks generally indicates pressures higher than four kilobars.",what color is kyanite
<dbpedia:Knowbot>,Knowbot,A knowbot is a kind of bot that collects information by automatically gathering certain specified information from web sites.KNOWBOT is the acronym for Knowledge-Based Object Technology.,what is knowbot?
<dbpedia:Kung_fu_(term)>,Kung fu (term),"Kung fu/Kungfu or Gung fu/Gongfu (/ˌkʌŋˈfuː/ or /ˌkʊŋˈfuː/; 功夫, Pinyin: gōngfu) is a Chinese term referring to any study, learning, or practice that requires patience, energy, and time to complete, often used in the West to refer to Chinese martial arts. It is only in the late twentieth century, that this term was used in relation to Chinese martial arts by the Chinese community.",what is gungfu in chinese
<dbpedia:Knockout>,Knockout,"A knockout (KO or K.O.) is a fight-ending, winning criterion in several full-contact combat sports, such as boxing, kickboxing, muay thai, mixed martial arts, karate, some forms of taekwondo and other sports involving striking. A full knockout is considered any legal strike or combination thereof that renders an opponent unable to continue fighting.The term is often associated with a sudden traumatic loss of consciousness caused by a physical blow.",knockout boxing definition
<dbpedia:Kangaroo>,Kangaroo,"The kangaroo /ˌkæŋɡəˈruː/ is a marsupial from the family Macropodidae (macropods, meaning ""large foot""). In common use the term is used to describe the largest species from this family, especially those of the genus Macropus: the red kangaroo, antilopine kangaroo, eastern grey kangaroo, and western grey kangaroo. Kangaroos are endemic to Australia.",kangaroo definition
<dbpedia:KISS_principle>,KISS principle,"KISS is an acronym for ""Keep it simple, stupid"" as a design principle noted by the U.S. Navy in 1960. The KISS principle states that most systems work best if they are kept simple rather than made complicated; therefore simplicity should be a key goal in design and unnecessary complexity should be avoided. The phrase has been associated with aircraft engineer Kelly Johnson (1910–1990). The term ""KISS principle"" was in popular use by 1970.",what is kiss?
<dbpedia:KL0>,KL0,"Kernel Language 0 (KL0) is a sequential logic programming language based on Prolog, used in the ICOT Fifth generation computer project.",what is the language kl0
<dbpedia:Kenny_Dalglish>,Kenny Dalglish,"Kenneth Mathieson ""Kenny"" Dalglish, MBE (born 4 March 1951) is a Scottish former footballer and manager. In a career spanning 22 years, he played for Celtic and Liverpool, winning numerous honours with both. He is Scotland's most capped player of all time with 102 appearances, and also Scotland's joint-leading goal scorer, with 30 goals. Dalglish won the Ballon d'Or Silver Award in 1983, the PFA Player of the Year in 1983, and the FWA Footballer of the Year in 1979 and 1983.",kenny delglish who has played for celtic
<dbpedia:Kermit_the_Frog>,Kermit the Frog,"Kermit the Frog is Jim Henson's most famous Muppet creation, first introduced in 1955. He is the straight man protagonist of many Muppet projects, most notably on Sesame Street, and The Muppet Show, as well as in movies, specials, and public service announcements throughout the years. Henson originally performed Kermit until his death on May 16, 1990; Steve Whitmire has performed Kermit since that time.",who has created the kermit the frog?
<dbpedia:Kiosk>,Kiosk,"A kiosk (from Turkish: köşk, which in turn comes from Persian: kūshk‎‎) is a small, separated garden pavilion open on some or all sides. Kiosks were common in Persia, the Indian subcontinent, and in the Ottoman Empire from the 13th century onward. Today, there are many kiosks in and around the Topkapı Palace in Istanbul, and they are still a relatively common sight in Balkan states.The word is now applied to small booths offering goods and services and to freestanding computer terminals.",what is a kiosk
<dbpedia:Kahlúa>,Kahlúa,"Kahlúa is a coffee-flavored sugar-based liqueur from Mexico. The drink also contains rum, corn syrup and vanilla bean.",what is kahla kahla
<dbpedia:Karl_Gustav_Ahlefeldt>,Karl Gustav Ahlefeldt,Karl Gustav Henry Folmer Ahlefeldt (13 March 1910 – 25 March 1985) was a Danish film actor. He appeared in the Carl Theodor Dreyer masterpiece Gertrud (1965).,who was ahlefeldt
<dbpedia:Knowbot_Information_Service>,Knowbot Information Service,"The Knowbot Information Service (KIS), also known as netaddress, provides a uniform user interface to a variety of remote directory services such as whois, finger, X.500, MCIMail. By submitting a single query to KIS, a user can search a set of remote white pages services and see the results of the search in a uniform format. There are several interfaces to the KIS service including e-mail and telnet. Another KIS interface imitates the Berkeley whois command.",what is kis?
<dbpedia:Kansas>,Kansas,"Kansas /ˈkænzəs/ is a U.S. state located in the Midwestern United States. It is named after the Kansa Native American tribe which inhabited the area. The tribe's name (natively kką:ze) is often said to mean ""people of the wind"" or ""people of the south wind,"" although this was probably not the term's original meaning. Residents of Kansas are called ""Kansans"". For thousands of years, what is now Kansas was home to numerous and diverse Native American tribes.",what state is kansas in
<dbpedia:Kateretes>,Kateretes,Kateretes is a genus of sap beetle.,what is a kateretes
<dbpedia:Common_kestrel>,Common kestrel,"The common kestrel (Falco tinnunculus) is a bird of prey species belonging to the kestrel group of the falcon family Falconidae. It is also known as the European kestrel, Eurasian kestrel, or Old World kestrel. In Britain, where no other kestrel species occurs, it is generally just called ""the kestrel"".This species occurs over a large range. It is widespread in Europe, Asia, and Africa, as well as occasionally reaching the east coast of North America.",what are common kestrel
<dbpedia:KL-ONE>,KL-ONE,"KL-ONE is a well known knowledge representation system in the tradition of semantic networks and  frames; that is, it is a frame language. The system is an attempt to overcome semantic indistinctness in semantic network representations and to explicitly represent conceptual information as a structured inheritance network.There is a whole family of KL-ONE-like systems.",what is the meaning kl one
<dbpedia:Klerer-May_System>,Klerer-May System,"The Klerer-May System is a programming language developed in the mid-1960s, oriented to numerical scientific programming, whose most notable feature is its two-dimensional syntax based on traditional mathematical notation.For input and output, the Klerer-May system used a Friden Flexowriter modified to allow half-line motions for subscripts and superscripts.",who developed the klerer may system
<dbpedia:Konrad_Lorenz>,Konrad Lorenz,"Konrad Zacharias Lorenz (7 November 1903 – 27 February 1989) was an Austrian zoologist, ethologist, and ornithologist. He shared the 1973 Nobel Prize in Physiology or Medicine with Nikolaas Tinbergen and Karl von Frisch. He is often regarded as one of the founders of modern ethology, developing an approach that began with an earlier generation, including his teacher Oskar Heinroth.Lorenz studied instinctive behavior in animals, especially in greylag geese and jackdaws.",what is konrad lorenz
<dbpedia:Keflavík>,Keflavík,"Keflavík (pronounced [ˈcʰɛplaˌviːk], meaning Driftwood Bay) is a town in the Reykjanes region in southwest Iceland. In 2009 its population was of 8,169.In 1995 it merged with Njarðvík and Hafnir to form a municipality called Reykjanesbær with a population of  13,971 (January 2011).",where is keflavk
<dbpedia:Kim_Milford>,Kim Milford,"Richard Kim Milford (February 7, 1951 – June 16, 1988), known professionally as Kim Milford, was an American actor, singer-songwriter, and composer. He is best known for his acting in musicals such as The Rocky Horror Show and Jesus Christ Superstar.",when was kim milford born?
<dbpedia:John-F.-Kennedy-Platz>,John-F.-Kennedy-Platz,"John-F.-Kennedy-Platz (John F. Kennedy Square), formerly Rudolph-Wilde-Platz, in Berlin-Schöneberg is the square in front of the former city hall of West Berlin (Rathaus Schöneberg). It was here that US President John F. Kennedy gave his famous speech to the Berliners, in which he stated: ""Ich bin ein Berliner"". The square was renamed John-F.-Kennedy-Platz on 30 November 1963, eight days after Kennedy's assassination.",which president was the first to address the berlin square?
<dbpedia:James_Parry>,James Parry,"James Parry (born July 13, 1967), commonly known by his nickname and username Kibo /ˈkaɪboʊ/, is a Usenetter known for his sense of humor, various surrealist net pranks, an absurdly long .signature, and a machine-assisted knack for ""kibozing"": joining any thread in which ""kibo"" was mentioned. His exploits have earned him a multitude of enthusiasts, who celebrate him as the head deity of the parody religion kibology, centered on the humor newsgroup alt.religion.kibology.",what is kibo
<dbpedia:Kyoto_Common_Lisp>,Kyoto Common Lisp,"Kyoto Common Lisp (KCL) is an implementation of Common Lisp by Taichi Yuasa and Masami Hagiya, written in C to run under Unix-like operating systems. KCL is compiled to ANSI C. It conforms to Common Lisp as described in the 1984 first edition of Guy Steele's book Common Lisp the Language and is available under a licence agreement.KCL is notable in that it was implemented from scratch, outside of the standard committee, solely on the basis of the specification.",what is kcl
<dbpedia:Kerguelen_Islands>,Kerguelen Islands,"The Kerguelen Islands (/ˈkɜrɡəlɛn/ or /ˈkɜrɡələn/; in French commonly Îles Kerguelen or Archipel de Kerguelen but officially Archipel des Kerguelen or Archipel Kerguelen, pronounced: [kɛʁɡeˈlɛn]), also known as the Desolation Islands, are a group of islands in the southern Indian Ocean constituting one of the two emerged parts of the mostly submerged Kerguelen Plateau.",what are kerguelen islands?
<dbpedia:Kitt_Peak_National_Observatory>,Kitt Peak National Observatory,"The Kitt Peak National Observatory (KPNO) is a United States astronomical observatory site located on 2,096 m (6,880 ft) Kitt Peak of the Quinlan Mountains in the Arizona-Sonoran Desert on the Tohono O'odham Nation, 88 kilometers (55 mi) west-southwest of Tucson, Arizona. With 24 optical and two radio telescopes, it is the largest, most diverse gathering of astronomical instruments in the world. The observatory is administered by the National Optical Astronomy Observatory (NOAO).",where is kitt peak
<dbpedia:Kiyoshi_Atsumi>,Kiyoshi Atsumi,"Kiyoshi Atsumi (渥美 清 Atsumi Kiyoshi), born Yasuo Tadokoro (田所 康雄 Tadokoro Yasuo, 10 March 1928 in Tokyo – 4 August 1996 in Tokyo), was a Japanese film actor.He started his career in 1951 as a comedian at a strip-show theater in Asakusa. After two years of fighting pulmonary tuberculosis, he made his debut on TV in 1956 and on film in 1957. His vivid performance of a lovable, innocent man in a film “Dear Mr.",who was kiyoshi atsumi
<dbpedia:Knights_of_the_Lambda_Calculus>,Knights of the Lambda Calculus,"The Knights of the Lambda Calculus is a semi-fictional organization of expert LISP and Scheme hackers. The name refers to the lambda calculus, a mathematical formalism invented by Alonzo Church, with which LISP is intimately connected, and references the Knights Templar.There is no actual organization that goes by the name Knights of the Lambda Calculus; it mostly only exists as a hacker culture in-joke. The concept most likely originated at MIT.",what is knights of lambda calculus
<dbpedia:Keeshond>,Keeshond,"The Keeshond (/ˈkeɪz.hɒnd/ KAYZ-hond; plural: Keeshonden) is a medium-sized dog with a plush two-layer coat of silver and black fur with a ruff and a curled tail. It originated in Germany, and its closest relatives are the German spitzes such as the Großspitz, Mittelspitz, and Kleinspitz or Pomeranian. Originally called the German Spitz, more specifically the Wolfspitz, the name was officially changed to Keeshond, in 1926 in England, where it had been known as the Dutch Barge Dog.",what is a keeshond
<dbpedia:Khmer_Rouge>,Khmer Rouge,"Khmers rouges (French for ""Red Khmers""; French pronunciation: ​[kmɛʁ ʁuʒ]; Khmer: ខ្មែរក្រហម Khmer Kraham), more commonly known in English as 'Khmer Rouge' (/kəˈmɛər ˈruːʒ/) (corruption of 'Khmers rouges'), was the name given to the followers of the Communist Party of Kampuchea in Cambodia. It was formed in 1968 as an offshoot of the Vietnam People's Army from North Vietnam. It was the ruling party in Cambodia from 1975 to 1979, led by Pol Pot, Nuon Chea, Ieng Sary, Son Sen, and Khieu Samphan.",where did khmer rouge come from?
<dbpedia:Knowledge_Query_and_Manipulation_Language>,Knowledge Query and Manipulation Language,"The Knowledge Query and Manipulation Language, or KQML, is a languageand protocol for communication among software agents and knowledge-based systems. It wasdeveloped in the early 1990s part of the DARPA knowledge Sharing Effort, which was aimed at developing techniques for building large-scale knowledge bases which areshareable and reusable.",what is a knowledge query language
<dbpedia:Killer_whale>,Killer whale,"The killer whale (Orcinus orca), also referred to as the orca whale or orca, and less commonly as the blackfish or grampus, is a toothed whale belonging to the oceanic dolphin family, of which it is the largest member. Killer whales are found in all oceans, from Arctic and Antarctic regions to tropical seas. Killer whales have a diverse diet, although individual populations often specialize in particular types of prey.",are orca whales sylvesters
<dbpedia:Konstantin_Tsiolkovsky>,Konstantin Tsiolkovsky,"Konstantin Eduardovich Tsiolkovsky(Russian: Константи́н Эдуа́рдович Циолко́вский; IPA: [kənstɐnʲˈtʲin ɪdʊˈardəvʲɪtɕ tsɨɐlˈkofskʲɪj]; Polish: Konstanty Ciołkowski;17 September [O.S. 5 September] 1857 – 19 September 1935)was a Russian and Soviet rocket scientist and pioneer of the astronautic theory, of Polish and Russian descent. Along with his followers, the German Hermann Oberth and the American Robert H. Goddard, he is considered to be one of the founding fathers of rocketry and astronautics.",who is konstantin tsiolkovsky
<dbpedia:Koo_Stark>,Koo Stark,"Kathleen Dee-Anne Stark, better known as Koo Stark (born April 26, 1956 in New York City), is an American film actress and photographer.  She is known for her appearance in the film Emily and subsequent relationship with Prince Andrew, son of Queen Elizabeth II, before his marriage to Sarah, Duchess of York.  She considers Prince Andrew 'a good man'.",when was koo stark born
<dbpedia:Kim_Philby>,Kim Philby,"Harold Adrian Russell ""Kim"" Philby (1 January 1912 – 11 May 1988) was a high-ranking member of British intelligence who worked as a double agent before defecting to the Soviet Union in 1963. He served as both an NKVD and KGB operative.In 1963, Philby was revealed to be a member of the spy ring now known as the Cambridge Five, the other members of which were Donald Maclean, Guy Burgess, Anthony Blunt and, possibly, John Cairncross.",what was kim philby
<dbpedia:Kremlin>,Kremlin,"A kremlin (Russian: кремль, tr. kreml; IPA: [ˈkrʲemlʲ], fortress; same root as in kremen (Russian: кремень, tr. kremen; IPA: [krʲɪˈmʲenʲ], flint)) is a major fortified central complex found in historic Russian cities. This word is often used to refer to the most famous one, the Moscow Kremlin, or to the government that is based there.",russian kremlin meaning
<dbpedia:Kondratiev_wave>,Kondratiev wave,"In economics, Kondratiev waves (also called supercycles, great surges, long waves, K-waves or the long economic cycle) are supposedly cycle-like phenomena in the modern world economy.It is claimed that the period of the wave ranges from forty to sixty years, the cycles consist of alternating intervals between high sectoral growth and intervals of relatively slow growth.",what is k wave
<dbpedia:Kremvax>,Kremvax,"Kremvax was originally a fictitious Usenet site at the Kremlin, named like the then large number of Usenet VAXen with names of the form foovax. Kremvax was announced on April 1, 1984 in a posting ostensibly originated there by Soviet leader Konstantin Chernenko. The posting was actually forged by Piet Beertema of CWI (in Amsterdam) as an April Fool's joke. Other fictitious sites mentioned in the hoax were moskvax and kgbvax.",what was the name of kremvax
<dbpedia:John_Ashcroft>,John Ashcroft,"John David Ashcroft (born May 9, 1942) is an American attorney and politician who served as the 79th U.S. Attorney General (2001–2005), in the George W. Bush Administration. He later founded The Ashcroft Group, a Washington D.C.",when was john ashcroft born
